bigram,n,year,star,pec
phone call,5,2016,4,0.005813953488372093
pleasant experience,5,2016,4,0.005813953488372093
sin city,5,2016,4,0.005813953488372093
super nice,5,2016,4,0.005813953488372093
vegas strip,5,2016,4,0.005813953488372093
30 min,4,2016,4,0.004651162790697674
4 00pm,4,2016,4,0.004651162790697674
4 days,4,2016,4,0.004651162790697674
air conditioning,4,2016,4,0.004651162790697674
auction house,4,2016,4,0.004651162790697674
bad reviews,4,2016,4,0.004651162790697674
barber shop,4,2016,4,0.004651162790697674
birthday weekend,4,2016,4,0.004651162790697674
cal pools,4,2016,4,0.004651162790697674
centurion lounge,4,2016,4,0.004651162790697674
century link,4,2016,4,0.004651162790697674
cigarette smoke,4,2016,4,0.004651162790697674
coffee shop,4,2016,4,0.004651162790697674
decent job,4,2016,4,0.004651162790697674
dollar tree,4,2016,4,0.004651162790697674
favorite hotel,4,2016,4,0.004651162790697674
grilled pork,4,2016,4,0.004651162790697674
highly recommended,4,2016,4,0.004651162790697674
hotel casino,4,2016,4,0.004651162790697674
hotel guests,4,2016,4,0.004651162790697674
customer service,106,2016,2,0.12725090036014405
front desk,35,2016,2,0.04201680672268908
2 stars,23,2016,2,0.027611044417767107
30 minutes,20,2016,2,0.024009603841536616
home warranty,18,2016,2,0.021608643457382955
phone call,17,2016,2,0.02040816326530612
2 hours,15,2016,2,0.01800720288115246
fountain view,14,2016,2,0.01680672268907563
20 minutes,12,2016,2,0.014405762304921969
las vegas,12,2016,2,0.014405762304921969
15 minutes,11,2016,2,0.013205282112845138
2 weeks,11,2016,2,0.013205282112845138
3 hours,10,2016,2,0.012004801920768308
4 hours,10,2016,2,0.012004801920768308
credit card,10,2016,2,0.012004801920768308
1 2,9,2016,2,0.010804321728691477
2 days,9,2016,2,0.010804321728691477
internet service,9,2016,2,0.010804321728691477
sales person,9,2016,2,0.010804321728691477
screen protector,9,2016,2,0.010804321728691477
treasure island,9,2016,2,0.010804321728691477
1 hour,8,2016,2,0.009603841536614645
1 star,8,2016,2,0.009603841536614645
45 minutes,8,2016,2,0.009603841536614645
5 minutes,8,2016,2,0.009603841536614645
5 stars,8,2016,2,0.009603841536614645
deep cleaning,8,2016,2,0.009603841536614645
mad city,8,2016,2,0.009603841536614645
months ago,8,2016,2,0.009603841536614645
phone calls,8,2016,2,0.009603841536614645
poor customer,8,2016,2,0.009603841536614645
resort fee,8,2016,2,0.009603841536614645
star hotel,8,2016,2,0.009603841536614645
tv service,8,2016,2,0.009603841536614645
2 3,7,2016,2,0.008403361344537815
3 weeks,7,2016,2,0.008403361344537815
5 star,7,2016,2,0.008403361344537815
6 weeks,7,2016,2,0.008403361344537815
cell phone,7,2016,2,0.008403361344537815
century link,7,2016,2,0.008403361344537815
oil change,7,2016,2,0.008403361344537815
pet stains,7,2016,2,0.008403361344537815
star rating,7,2016,2,0.008403361344537815
time warner,7,2016,2,0.008403361344537815
tv channel,7,2016,2,0.008403361344537815
wait time,7,2016,2,0.008403361344537815
2 star,6,2016,2,0.007202881152460984
25 minutes,6,2016,2,0.007202881152460984
3 days,6,2016,2,0.007202881152460984
3 times,6,2016,2,0.007202881152460984
chairman's lounge,6,2016,2,0.007202881152460984
cranial tech,6,2016,2,0.007202881152460984
half hour,6,2016,2,0.007202881152460984
insurance company,6,2016,2,0.007202881152460984
lake test,6,2016,2,0.007202881152460984
lifetime warranty,6,2016,2,0.007202881152460984
nfast forward,6,2016,2,0.007202881152460984
parking lot,6,2016,2,0.007202881152460984
people waiting,6,2016,2,0.007202881152460984
tech support,6,2016,2,0.007202881152460984
valet parking,6,2016,2,0.007202881152460984
verizon store,6,2016,2,0.007202881152460984
warranty company,6,2016,2,0.007202881152460984
weeks ago,6,2016,2,0.007202881152460984
2 months,5,2016,2,0.006002400960384154
45 min,5,2016,2,0.006002400960384154
6 months,5,2016,2,0.006002400960384154
bad experience,5,2016,2,0.006002400960384154
bellagio hotel,5,2016,2,0.006002400960384154
business owner,5,2016,2,0.006002400960384154
cable tv,5,2016,2,0.006002400960384154
customer satisfaction,5,2016,2,0.006002400960384154
deep clean,5,2016,2,0.006002400960384154
dried vomit,5,2016,2,0.006002400960384154
internet connection,5,2016,2,0.006002400960384154
nice guy,5,2016,2,0.006002400960384154
night stay,5,2016,2,0.006002400960384154
rollaway bed,5,2016,2,0.006002400960384154
story short,5,2016,2,0.006002400960384154
1 bathroom,4,2016,2,0.004801920768307323
1 bedroom,4,2016,2,0.004801920768307323
10 minutes,4,2016,2,0.004801920768307323
12 30,4,2016,2,0.004801920768307323
2 hrs,4,2016,2,0.004801920768307323
3 stars,4,2016,2,0.004801920768307323
30 days,4,2016,2,0.004801920768307323
4 30,4,2016,2,0.004801920768307323
4 days,4,2016,2,0.004801920768307323
4 stars,4,2016,2,0.004801920768307323
5 days,4,2016,2,0.004801920768307323
5 hours,4,2016,2,0.004801920768307323
50 credit,4,2016,2,0.004801920768307323
99 cents,4,2016,2,0.004801920768307323
american express,4,2016,2,0.004801920768307323
bad bad,4,2016,2,0.004801920768307323
bad customer,4,2016,2,0.004801920768307323
bi weekly,4,2016,2,0.004801920768307323
cable box,4,2016,2,0.004801920768307323
carpet cleaning,4,2016,2,0.004801920768307323
central air,4,2016,2,0.004801920768307323
customer service,1319,2017,1,0.19888419782870928
century link,219,2017,1,0.03302171290711701
internet service,142,2017,1,0.02141133896260555
direct tv,141,2017,1,0.0212605548854041
worst customer,139,2017,1,0.020958986731001206
phone calls,116,2017,1,0.017490952955367914
phone call,113,2017,1,0.01703860072376357
credit card,102,2017,1,0.015379975874547648
worst company,100,2017,1,0.015078407720144753
30 minutes,99,2017,1,0.014927623642943305
2 hours,88,2017,1,0.013268998793727383
3 days,88,2017,1,0.013268998793727383
front desk,88,2017,1,0.013268998793727383
las vegas,88,2017,1,0.013268998793727383
3 times,82,2017,1,0.012364294330518697
2 weeks,80,2017,1,0.012062726176115802
multiple times,78,2017,1,0.011761158021712907
1 star,76,2017,1,0.011459589867310011
horrible customer,74,2017,1,0.011158021712907118
worst experience,71,2017,1,0.010705669481302775
law firm,70,2017,1,0.010554885404101327
20 minutes,69,2017,1,0.01040410132689988
10 minutes,67,2017,1,0.010102533172496984
3 months,67,2017,1,0.010102533172496984
2 months,65,2017,1,0.009800965018094089
15 minutes,64,2017,1,0.009650180940892641
3 weeks,64,2017,1,0.009650180940892641
1 2,61,2017,1,0.0091978287092883
3 hours,60,2017,1,0.009047044632086852
horrible service,58,2017,1,0.008745476477683957
months ago,58,2017,1,0.008745476477683957
6 months,57,2017,1,0.00859469240048251
terrible customer,57,2017,1,0.00859469240048251
worst service,57,2017,1,0.00859469240048251
internet provider,54,2017,1,0.008142340168878166
2 days,53,2017,1,0.007991556091676719
45 minutes,52,2017,1,0.007840772014475271
4 hours,51,2017,1,0.007689987937273824
cox communications,50,2017,1,0.0075392038600723766
horrible experience,50,2017,1,0.0075392038600723766
cell phone,49,2017,1,0.007388419782870929
negative stars,49,2017,1,0.007388419782870929
0 stars,46,2017,1,0.006936067551266586
4 days,46,2017,1,0.006936067551266586
verizon store,46,2017,1,0.006936067551266586
poor customer,45,2017,1,0.006785283474065138
story short,45,2017,1,0.006785283474065138
5 minutes,44,2017,1,0.0066344993968636915
5 stars,44,2017,1,0.0066344993968636915
extremely rude,44,2017,1,0.0066344993968636915
honda west,44,2017,1,0.0066344993968636915
service call,44,2017,1,0.0066344993968636915
tech support,43,2017,1,0.006483715319662244
ni called,42,2017,1,0.006332931242460796
cable box,41,2017,1,0.0061821471652593486
weeks ago,41,2017,1,0.0061821471652593486
24 hours,39,2017,1,0.005880579010856453
cox cable,39,2017,1,0.005880579010856453
home warranty,39,2017,1,0.005880579010856453
bad experience,37,2017,1,0.005579010856453559
management company,37,2017,1,0.005579010856453559
5 days,36,2017,1,0.005428226779252111
internet speed,36,2017,1,0.005428226779252111
poor service,36,2017,1,0.005428226779252111
terrible service,36,2017,1,0.005428226779252111
time warner,36,2017,1,0.005428226779252111
30 days,35,2017,1,0.0052774427020506635
business bureau,35,2017,1,0.0052774427020506635
service fee,35,2017,1,0.0052774427020506635
service provider,35,2017,1,0.0052774427020506635
absolute worst,34,2017,1,0.005126658624849216
call customer,34,2017,1,0.005126658624849216
insurance company,34,2017,1,0.005126658624849216
called customer,33,2017,1,0.004975874547647768
front door,33,2017,1,0.004975874547647768
property management,33,2017,1,0.004975874547647768
4 months,32,2017,1,0.0048250904704463205
days ago,32,2017,1,0.0048250904704463205
sales rep,32,2017,1,0.0048250904704463205
tv service,32,2017,1,0.0048250904704463205
bad reviews,31,2017,1,0.004674306393244874
bad service,31,2017,1,0.004674306393244874
buyer beware,31,2017,1,0.004674306393244874
gift card,31,2017,1,0.004674306393244874
service rep,31,2017,1,0.004674306393244874
star rating,31,2017,1,0.004674306393244874
store manager,31,2017,1,0.004674306393244874
terrible experience,31,2017,1,0.004674306393244874
treasure island,31,2017,1,0.004674306393244874
cleaning service,30,2017,1,0.004523522316043426
2 3,29,2017,1,0.0043727382388419785
called cox,29,2017,1,0.0043727382388419785
highly recommend,29,2017,1,0.0043727382388419785
speed internet,29,2017,1,0.0043727382388419785
4 times,28,2017,1,0.004221954161640531
deep clean,28,2017,1,0.004221954161640531
internet connection,28,2017,1,0.004221954161640531
loyal customer,28,2017,1,0.004221954161640531
nthis company,28,2017,1,0.004221954161640531
1 hour,27,2017,1,0.004071170084439083
customer service,54,2018,3,0.10465116279069768
las vegas,23,2018,3,0.044573643410852716
3 stars,16,2018,3,0.031007751937984496
treasure island,14,2018,3,0.027131782945736434
front desk,12,2018,3,0.023255813953488372
resort fee,11,2018,3,0.02131782945736434
5 star,10,2018,3,0.01937984496124031
parking lot,9,2018,3,0.01744186046511628
10 minutes,8,2018,3,0.015503875968992248
5 stars,8,2018,3,0.015503875968992248
coffee maker,8,2018,3,0.015503875968992248
3 star,7,2018,3,0.013565891472868217
4 hours,7,2018,3,0.013565891472868217
fountain view,7,2018,3,0.013565891472868217
smog check,7,2018,3,0.013565891472868217
star review,7,2018,3,0.013565891472868217
1 star,6,2018,3,0.011627906976744186
30 minutes,6,2018,3,0.011627906976744186
bit dated,6,2018,3,0.011627906976744186
nthe bad,6,2018,3,0.011627906976744186
star rating,6,2018,3,0.011627906976744186
water heater,6,2018,3,0.011627906976744186
3 hours,5,2018,3,0.009689922480620155
5 minutes,5,2018,3,0.009689922480620155
cover letter,5,2018,3,0.009689922480620155
embassy suites,5,2018,3,0.009689922480620155
fitness center,5,2018,3,0.009689922480620155
mini fridge,5,2018,3,0.009689922480620155
multiple times,5,2018,3,0.009689922480620155
phone call,5,2018,3,0.009689922480620155
walking distance,5,2018,3,0.009689922480620155
1 2,4,2018,3,0.007751937984496124
2 3,4,2018,3,0.007751937984496124
2 days,4,2018,3,0.007751937984496124
24 hours,4,2018,3,0.007751937984496124
3 nights,4,2018,3,0.007751937984496124
3 times,4,2018,3,0.007751937984496124
4 days,4,2018,3,0.007751937984496124
bell hop,4,2018,3,0.007751937984496124
car wash,4,2018,3,0.007751937984496124
cleaning service,4,2018,3,0.007751937984496124
cocktail waitresses,4,2018,3,0.007751937984496124
dmv services,4,2018,3,0.007751937984496124
friendly staff,4,2018,3,0.007751937984496124
front door,4,2018,3,0.007751937984496124
internet service,4,2018,3,0.007751937984496124
phone calls,4,2018,3,0.007751937984496124
pretty fast,4,2018,3,0.007751937984496124
service fee,4,2018,3,0.007751937984496124
solar power,4,2018,3,0.007751937984496124
vegas hotels,4,2018,3,0.007751937984496124
2 hours,3,2018,3,0.005813953488372093
2 months,3,2018,3,0.005813953488372093
2 people,3,2018,3,0.005813953488372093
24 7,3,2018,3,0.005813953488372093
3.5 stars,3,2018,3,0.005813953488372093
3rd party,3,2018,3,0.005813953488372093
4 devices,3,2018,3,0.005813953488372093
4 times,3,2018,3,0.005813953488372093
45 mins,3,2018,3,0.005813953488372093
99 store,3,2018,3,0.005813953488372093
additional charge,3,2018,3,0.005813953488372093
air ducts,3,2018,3,0.005813953488372093
american express,3,2018,3,0.005813953488372093
authorized dealer,3,2018,3,0.005813953488372093
bathroom door,3,2018,3,0.005813953488372093
blah blah,3,2018,3,0.005813953488372093
cable television,3,2018,3,0.005813953488372093
called customer,3,2018,3,0.005813953488372093
career services,3,2018,3,0.005813953488372093
cell phone,3,2018,3,0.005813953488372093
century link,3,2018,3,0.005813953488372093
cirque du,3,2018,3,0.005813953488372093
cocktail waitress,3,2018,3,0.005813953488372093
coffee shop,3,2018,3,0.005813953488372093
corporate store,3,2018,3,0.005813953488372093
cox internet,3,2018,3,0.005813953488372093
du soleil,3,2018,3,0.005813953488372093
east las,3,2018,3,0.005813953488372093
extra fee,3,2018,3,0.005813953488372093
extra time,3,2018,3,0.005813953488372093
free drinks,3,2018,3,0.005813953488372093
home depot,3,2018,3,0.005813953488372093
ink cartridge,3,2018,3,0.005813953488372093
junior team,3,2018,3,0.005813953488372093
loyalty dept,3,2018,3,0.005813953488372093
master bathroom,3,2018,3,0.005813953488372093
master bedroom,3,2018,3,0.005813953488372093
mind paying,3,2018,3,0.005813953488372093
mortgage amount,3,2018,3,0.005813953488372093
nice touch,3,2018,3,0.005813953488372093
nthe hotel,3,2018,3,0.005813953488372093
original post,3,2018,3,0.005813953488372093
original review,3,2018,3,0.005813953488372093
passport photos,3,2018,3,0.005813953488372093
personal experience,3,2018,3,0.005813953488372093
pleasant experience,3,2018,3,0.005813953488372093
poor customer,3,2018,3,0.005813953488372093
price range,3,2018,3,0.005813953488372093
pvc pipe,3,2018,3,0.005813953488372093
customer service,69,2017,4,0.08801020408163265
4 stars,27,2017,4,0.03443877551020408
5 stars,26,2017,4,0.03316326530612245
las vegas,26,2017,4,0.03316326530612245
front desk,23,2017,4,0.029336734693877552
highly recommend,23,2017,4,0.029336734693877552
centurion lounge,14,2017,4,0.017857142857142856
parking lot,14,2017,4,0.017857142857142856
5 star,13,2017,4,0.016581632653061226
cleaning service,12,2017,4,0.015306122448979591
friendly staff,12,2017,4,0.015306122448979591
top notch,12,2017,4,0.015306122448979591
super nice,11,2017,4,0.01403061224489796
treasure island,11,2017,4,0.01403061224489796
15 minutes,10,2017,4,0.012755102040816327
star review,10,2017,4,0.012755102040816327
1 2,9,2017,4,0.011479591836734694
30 minutes,9,2017,4,0.011479591836734694
5 minutes,9,2017,4,0.011479591836734694
99 cent,9,2017,4,0.011479591836734694
ice cream,9,2017,4,0.011479591836734694
pure plumbing,9,2017,4,0.011479591836734694
2 hours,8,2017,4,0.01020408163265306
fountain view,8,2017,4,0.01020408163265306
months ago,8,2017,4,0.01020408163265306
star rating,8,2017,4,0.01020408163265306
super friendly,8,2017,4,0.01020408163265306
verizon store,8,2017,4,0.01020408163265306
10 minutes,7,2017,4,0.008928571428571428
2 weeks,7,2017,4,0.008928571428571428
99 cents,7,2017,4,0.008928571428571428
beautiful hotel,7,2017,4,0.008928571428571428
cleaning crew,7,2017,4,0.008928571428571428
coconut water,7,2017,4,0.008928571428571428
credit card,7,2017,4,0.008928571428571428
excellent job,7,2017,4,0.008928571428571428
extremely helpful,7,2017,4,0.008928571428571428
happy hour,7,2017,4,0.008928571428571428
resort fee,7,2017,4,0.008928571428571428
4 star,6,2017,4,0.007653061224489796
california pools,6,2017,4,0.007653061224489796
chris merrill,6,2017,4,0.007653061224489796
cleaning services,6,2017,4,0.007653061224489796
dryer vent,6,2017,4,0.007653061224489796
fair price,6,2017,4,0.007653061224489796
garage door,6,2017,4,0.007653061224489796
law offices,6,2017,4,0.007653061224489796
timely manner,6,2017,4,0.007653061224489796
2 3,5,2017,4,0.006377551020408163
2 months,5,2017,4,0.006377551020408163
2 star,5,2017,4,0.006377551020408163
20 minutes,5,2017,4,0.006377551020408163
3 hours,5,2017,4,0.006377551020408163
amazing job,5,2017,4,0.006377551020408163
cal pools,5,2017,4,0.006377551020408163
cell phone,5,2017,4,0.006377551020408163
completely happy,5,2017,4,0.006377551020408163
conveniently located,5,2017,4,0.006377551020408163
decent price,5,2017,4,0.006377551020408163
entire time,5,2017,4,0.006377551020408163
excellent service,5,2017,4,0.006377551020408163
free parking,5,2017,4,0.006377551020408163
iphone 7,5,2017,4,0.006377551020408163
job cleaning,5,2017,4,0.006377551020408163
lounge chairs,5,2017,4,0.006377551020408163
minutes late,5,2017,4,0.006377551020408163
nice hotel,5,2017,4,0.006377551020408163
phone call,5,2017,4,0.006377551020408163
pretty clean,5,2017,4,0.006377551020408163
reasonable price,5,2017,4,0.006377551020408163
recommend staying,5,2017,4,0.006377551020408163
saiaf films,5,2017,4,0.006377551020408163
screen protector,5,2017,4,0.006377551020408163
super easy,5,2017,4,0.006377551020408163
suzuki law,5,2017,4,0.006377551020408163
terminal 1,5,2017,4,0.006377551020408163
toilet paper,5,2017,4,0.006377551020408163
wait time,5,2017,4,0.006377551020408163
2 days,4,2017,4,0.00510204081632653
2 stars,4,2017,4,0.00510204081632653
30 min,4,2017,4,0.00510204081632653
30 pm,4,2017,4,0.00510204081632653
5 30,4,2017,4,0.00510204081632653
9 pm,4,2017,4,0.00510204081632653
bazaar shops,4,2017,4,0.00510204081632653
bellagio hotel,4,2017,4,0.00510204081632653
carpet cleaning,4,2017,4,0.00510204081632653
cent store,4,2017,4,0.00510204081632653
cleaning authority,4,2017,4,0.00510204081632653
cleaning supplies,4,2017,4,0.00510204081632653
couple times,4,2017,4,0.00510204081632653
days ago,4,2017,4,0.00510204081632653
dirtt environmental,4,2017,4,0.00510204081632653
easily accessible,4,2017,4,0.00510204081632653
easy process,4,2017,4,0.00510204081632653
entire process,4,2017,4,0.00510204081632653
environmental solutions,4,2017,4,0.00510204081632653
expiration dates,4,2017,4,0.00510204081632653
extra mile,4,2017,4,0.00510204081632653
extremely knowledgeable,4,2017,4,0.00510204081632653
customer service,110,2015,2,0.14511873350923482
front desk,47,2015,2,0.06200527704485488
2 stars,22,2015,2,0.029023746701846966
credit card,16,2015,2,0.021108179419525065
resort fee,16,2015,2,0.021108179419525065
30 minutes,15,2015,2,0.01978891820580475
10 minutes,14,2015,2,0.018469656992084433
20 minutes,14,2015,2,0.018469656992084433
15 minutes,13,2015,2,0.017150395778364115
las vegas,13,2015,2,0.017150395778364115
4 hours,12,2015,2,0.0158311345646438
1 2,11,2015,2,0.014511873350923483
2 hours,11,2015,2,0.014511873350923483
2 weeks,10,2015,2,0.013192612137203167
5 star,10,2015,2,0.013192612137203167
internet service,10,2015,2,0.013192612137203167
45 minutes,9,2015,2,0.011873350923482849
service fee,9,2015,2,0.011873350923482849
apple store,8,2015,2,0.010554089709762533
coffee maker,8,2015,2,0.010554089709762533
phone calls,8,2015,2,0.010554089709762533
1 star,7,2015,2,0.009234828496042216
2 star,7,2015,2,0.009234828496042216
film monkey,7,2015,2,0.009234828496042216
poor customer,7,2015,2,0.009234828496042216
screen protector,7,2015,2,0.009234828496042216
3 days,6,2015,2,0.0079155672823219
3 hours,6,2015,2,0.0079155672823219
3 times,6,2015,2,0.0079155672823219
4 days,6,2015,2,0.0079155672823219
6 months,6,2015,2,0.0079155672823219
cell phone,6,2015,2,0.0079155672823219
cleaning service,6,2015,2,0.0079155672823219
fountain view,6,2015,2,0.0079155672823219
web site,6,2015,2,0.0079155672823219
2 3,5,2015,2,0.006596306068601583
2 bath,5,2015,2,0.006596306068601583
24 hours,5,2015,2,0.006596306068601583
4 star,5,2015,2,0.006596306068601583
40 minutes,5,2015,2,0.006596306068601583
411 locals,5,2015,2,0.006596306068601583
5 hours,5,2015,2,0.006596306068601583
99 cent,5,2015,2,0.006596306068601583
99 cents,5,2015,2,0.006596306068601583
bad customer,5,2015,2,0.006596306068601583
business days,5,2015,2,0.006596306068601583
cable company,5,2015,2,0.006596306068601583
cleaning crew,5,2015,2,0.006596306068601583
customer support,5,2015,2,0.006596306068601583
front door,5,2015,2,0.006596306068601583
law firm,5,2015,2,0.006596306068601583
minutes late,5,2015,2,0.006596306068601583
nthe service,5,2015,2,0.006596306068601583
resort fees,5,2015,2,0.006596306068601583
story short,5,2015,2,0.006596306068601583
sunday morning,5,2015,2,0.006596306068601583
treasure island,5,2015,2,0.006596306068601583
wi fi,5,2015,2,0.006596306068601583
1.5 hours,4,2015,2,0.005277044854881266
10 mins,4,2015,2,0.005277044854881266
2 devices,4,2015,2,0.005277044854881266
2 people,4,2015,2,0.005277044854881266
3 stars,4,2015,2,0.005277044854881266
4th floor,4,2015,2,0.005277044854881266
5 minutes,4,2015,2,0.005277044854881266
5 stars,4,2015,2,0.005277044854881266
additional anti,4,2015,2,0.005277044854881266
anti theft,4,2015,2,0.005277044854881266
bang trim,4,2015,2,0.005277044854881266
basic cable,4,2015,2,0.005277044854881266
bullion coins,4,2015,2,0.005277044854881266
business owner,4,2015,2,0.005277044854881266
computer solutions,4,2015,2,0.005277044854881266
couple weeks,4,2015,2,0.005277044854881266
deep clean,4,2015,2,0.005277044854881266
deluxe fountain,4,2015,2,0.005277044854881266
desert computer,4,2015,2,0.005277044854881266
desk clerk,4,2015,2,0.005277044854881266
desk staff,4,2015,2,0.005277044854881266
finally called,4,2015,2,0.005277044854881266
front office,4,2015,2,0.005277044854881266
glass screen,4,2015,2,0.005277044854881266
half hour,4,2015,2,0.005277044854881266
late check,4,2015,2,0.005277044854881266
mini bar,4,2015,2,0.005277044854881266
multiple times,4,2015,2,0.005277044854881266
oil change,4,2015,2,0.005277044854881266
pay extra,4,2015,2,0.005277044854881266
pet fee,4,2015,2,0.005277044854881266
petite suite,4,2015,2,0.005277044854881266
phone call,4,2015,2,0.005277044854881266
phone line,4,2015,2,0.005277044854881266
pool service,4,2015,2,0.005277044854881266
poor quality,4,2015,2,0.005277044854881266
poor service,4,2015,2,0.005277044854881266
positive reviews,4,2015,2,0.005277044854881266
regular price,4,2015,2,0.005277044854881266
running late,4,2015,2,0.005277044854881266
service adviser,4,2015,2,0.005277044854881266
service rep,4,2015,2,0.005277044854881266
customer service,107,2018,2,0.12677725118483413
2 stars,30,2018,2,0.035545023696682464
front desk,30,2018,2,0.035545023696682464
las vegas,18,2018,2,0.02132701421800948
30 minutes,17,2018,2,0.02014218009478673
2 hours,16,2018,2,0.018957345971563982
15 minutes,14,2018,2,0.016587677725118485
3 days,14,2018,2,0.016587677725118485
honda west,14,2018,2,0.016587677725118485
phone call,14,2018,2,0.016587677725118485
4 hours,13,2018,2,0.015402843601895734
internet service,12,2018,2,0.014218009478672985
10 minutes,11,2018,2,0.013033175355450236
20 minutes,11,2018,2,0.013033175355450236
5 star,11,2018,2,0.013033175355450236
century link,11,2018,2,0.013033175355450236
credit card,11,2018,2,0.013033175355450236
1 star,10,2018,2,0.011848341232227487
3 hours,10,2018,2,0.011848341232227487
cleaning service,10,2018,2,0.011848341232227487
finance manager,10,2018,2,0.011848341232227487
ni called,10,2018,2,0.011848341232227487
2 star,9,2018,2,0.01066350710900474
fountain view,9,2018,2,0.01066350710900474
oil change,9,2018,2,0.01066350710900474
phone calls,9,2018,2,0.01066350710900474
resort fee,9,2018,2,0.01066350710900474
story short,9,2018,2,0.01066350710900474
45 minutes,8,2018,2,0.009478672985781991
deep cleaning,8,2018,2,0.009478672985781991
multiple times,8,2018,2,0.009478672985781991
1 hour,7,2018,2,0.008293838862559242
2 days,7,2018,2,0.008293838862559242
5 days,7,2018,2,0.008293838862559242
5 hours,7,2018,2,0.008293838862559242
5 stars,7,2018,2,0.008293838862559242
bottom line,7,2018,2,0.008293838862559242
business cards,7,2018,2,0.008293838862559242
days ago,7,2018,2,0.008293838862559242
wait times,7,2018,2,0.008293838862559242
water heater,7,2018,2,0.008293838862559242
weeks ago,7,2018,2,0.008293838862559242
1 2,6,2018,2,0.0071090047393364926
2 hour,6,2018,2,0.0071090047393364926
2 ladies,6,2018,2,0.0071090047393364926
2 weeks,6,2018,2,0.0071090047393364926
boulder boats,6,2018,2,0.0071090047393364926
carpet cleaning,6,2018,2,0.0071090047393364926
credit cards,6,2018,2,0.0071090047393364926
direct tv,6,2018,2,0.0071090047393364926
fine print,6,2018,2,0.0071090047393364926
lead technician,6,2018,2,0.0071090047393364926
months ago,6,2018,2,0.0071090047393364926
ni received,6,2018,2,0.0071090047393364926
office staff,6,2018,2,0.0071090047393364926
parking lot,6,2018,2,0.0071090047393364926
phone service,6,2018,2,0.0071090047393364926
star rating,6,2018,2,0.0071090047393364926
time customer,6,2018,2,0.0071090047393364926
10 mins,5,2018,2,0.005924170616113744
2 3,5,2018,2,0.005924170616113744
24 hours,5,2018,2,0.005924170616113744
3 people,5,2018,2,0.005924170616113744
40 minutes,5,2018,2,0.005924170616113744
5 minutes,5,2018,2,0.005924170616113744
6 months,5,2018,2,0.005924170616113744
ceiling fan,5,2018,2,0.005924170616113744
cell phone,5,2018,2,0.005924170616113744
credit score,5,2018,2,0.005924170616113744
demo process,5,2018,2,0.005924170616113744
desk staff,5,2018,2,0.005924170616113744
giving 2,5,2018,2,0.005924170616113744
recently moved,5,2018,2,0.005924170616113744
resort fees,5,2018,2,0.005924170616113744
running late,5,2018,2,0.005924170616113744
salt water,5,2018,2,0.005924170616113744
star review,5,2018,2,0.005924170616113744
wait time,5,2018,2,0.005924170616113744
1 person,4,2018,2,0.004739336492890996
24 2018,4,2018,2,0.004739336492890996
3 times,4,2018,2,0.004739336492890996
3 weeks,4,2018,2,0.004739336492890996
30 day,4,2018,2,0.004739336492890996
4 times,4,2018,2,0.004739336492890996
5 times,4,2018,2,0.004739336492890996
6 times,4,2018,2,0.004739336492890996
air conditioning,4,2018,2,0.004739336492890996
bad experience,4,2018,2,0.004739336492890996
breakfast buffet,4,2018,2,0.004739336492890996
business card,4,2018,2,0.004739336492890996
carpet cleaner,4,2018,2,0.004739336492890996
deep clean,4,2018,2,0.004739336492890996
drive time,4,2018,2,0.004739336492890996
fan box,4,2018,2,0.004739336492890996
feel comfortable,4,2018,2,0.004739336492890996
front door,4,2018,2,0.004739336492890996
home depot,4,2018,2,0.004739336492890996
horrible customer,4,2018,2,0.004739336492890996
hot water,4,2018,2,0.004739336492890996
house cleaned,4,2018,2,0.004739336492890996
customer service,1182,2016,1,0.19138601036269431
century link,199,2016,1,0.03222150259067358
direct tv,153,2016,1,0.024773316062176167
internet service,143,2016,1,0.023154145077720206
phone calls,135,2016,1,0.021858808290155442
front desk,119,2016,1,0.019268134715025906
worst customer,118,2016,1,0.01910621761658031
phone call,117,2016,1,0.018944300518134716
30 minutes,99,2016,1,0.01602979274611399
2 hours,97,2016,1,0.015705958549222798
2 weeks,97,2016,1,0.015705958549222798
credit card,95,2016,1,0.015382124352331605
las vegas,86,2016,1,0.013924870466321243
horrible customer,76,2016,1,0.012305699481865285
20 minutes,73,2016,1,0.011819948186528498
law firm,73,2016,1,0.011819948186528498
months ago,69,2016,1,0.011172279792746114
tech support,69,2016,1,0.011172279792746114
6 months,67,2016,1,0.010848445595854923
2 months,66,2016,1,0.010686528497409326
0 stars,65,2016,1,0.01052461139896373
3 times,64,2016,1,0.010362694300518135
3 weeks,64,2016,1,0.010362694300518135
1 star,63,2016,1,0.010200777202072539
worst company,62,2016,1,0.010038860103626942
1 2,59,2016,1,0.009553108808290155
multiple times,59,2016,1,0.009553108808290155
3 hours,56,2016,1,0.009067357512953367
poor customer,54,2016,1,0.008743523316062176
weeks ago,54,2016,1,0.008743523316062176
10 minutes,53,2016,1,0.00858160621761658
2 days,52,2016,1,0.008419689119170985
horrible service,52,2016,1,0.008419689119170985
3 days,51,2016,1,0.008257772020725388
worst experience,51,2016,1,0.008257772020725388
45 minutes,50,2016,1,0.008095854922279792
5 minutes,50,2016,1,0.008095854922279792
sales rep,49,2016,1,0.007933937823834197
3 months,48,2016,1,0.007772020725388601
ni called,47,2016,1,0.007610103626943005
terrible customer,47,2016,1,0.007610103626943005
worst service,47,2016,1,0.007610103626943005
